time,open,high,low,close,volume,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist
2020-05-08,6.97,7.05,6.89,7.05,172830,7.057280949416309,7.077421652421654,,,
2020-05-11,7.05,7.29,6.89,7.29,296525,7.093083880275338,7.093168196686716,,,
2020-05-12,7.29,7.29,7.13,7.29,197120,7.123378667925286,7.107748330265478,,,
2020-05-13,7.21,7.29,7.13,7.21,177350,7.136705026706012,7.115322528023591,,,
2020-05-14,7.21,7.21,7.05,7.21,152230,7.147981176443548,7.122335674095917,,,
2020-05-15,7.13,7.21,7.05,7.13,180620,7.145214841606079,7.122903401940664,,,
2020-05-18,7.13,7.21,6.97,7.13,188000,7.142874096743605,7.123429075870985,,,
2020-05-19,7.13,7.37,7.13,7.29,205600,7.165508851090743,7.135767662843504,0.03799127456201745,0.02795710416730331,0.010034170394714142
2020-05-20,7.29,7.29,7.21,7.29,82100,7.184661335538321,7.147192280410652,0.04444989739402061,0.03125566281264677,0.013194234581373837
2020-05-21,7.29,7.29,7.13,7.21,168043,7.188559591609349,7.151844704083937,0.042621754058478345,0.033528881061813086,0.009092872996665259
2020-05-22,7.21,7.21,7.05,7.21,163220,7.1918581159771415,7.156152503781422,0.040703730031390606,0.03496385085572859,0.005739879175662016
2020-05-25,7.21,7.21,7.13,7.21,87800,7.194649175057581,7.160141207205021,0.038737144482744235,0.03571850958113172,0.003018634901612513
2020-05-26,7.13,7.53,7.13,7.37,208573,7.221626225048722,7.175686302967612,0.04951845615280437,0.03847849889546625,0.011039957257338119
2020-05-27,7.37,7.62,7.37,7.62,147527,7.28291449811815,7.208598428673715,0.07734405981279124,0.04625161107893125,0.031092448733859995
2020-05-28,7.53,7.62,7.45,7.62,60700,7.334773806099974,7.239072619142329,0.09826333265394549,0.0566539553939341,0.04160937726001139
2020-05-29,7.53,7.62,7.37,7.62,81910,7.37865475900767,7.267289462168823,0.11353326627417815,0.06802981756998291,0.04550344870419523
2020-06-01,7.53,7.7,7.45,7.7,235512,7.428092488391106,7.299342094600762,0.13058482946639316,0.08054081994926496,0.0500440095171282
2020-06-02,7.7,7.78,7.62,7.7,148400,7.469924413254012,7.329020457963669,0.1424561700931548,0.09292388997804293,0.049532280115111876
2020-06-03,7.62,7.7,7.53,7.7,54910,7.505320657368779,7.356500424040434,0.15013364585380096,0.10436584115319454,0.045767804700606415
2020-06-04,7.7,8.43,7.7,8.43,604917,7.647579017773582,7.43601891114855,0.2126714556850331,0.12602696405956226,0.08664449162547083
2020-06-05,8.43,8.91,8.26,8.91,167844,7.8417976304238,7.545202695507917,0.29753530719742294,0.1603286326871344,0.13720667451028853
2020-06-08,8.91,9.24,8.91,9.07,167680,8.030751841127831,7.658150643988812,0.37339689676186083,0.20294228550207968,0.17045461125978115
2020-06-09,9.15,9.15,8.75,8.91,206837,8.166020788646627,7.750880225915567,0.4158138470273096,0.24551659780712567,0.17029724922018394
2020-06-10,9.07,9.07,8.59,8.91,184600,8.280479128854838,7.836740949921821,0.444307881029844,0.28527485445166934,0.15903302657817464
2020-06-11,8.91,8.91,8.1,8.1,314750,8.252713109031017,7.856241620297983,0.3969535443534262,0.3076105924320207,0.08934295192140551
2020-06-12,8.26,8.26,7.86,8.18,194050,8.2415264768724,7.880223722498132,0.3617106475915213,0.3184306034639208,0.04328004412760045
2020-06-15,8.26,8.26,7.62,7.7,151750,8.158214711199722,7.8668738171279005,0.29168603448642205,0.3130816896684211,-0.02139565518199904
2020-06-16,7.7,8.26,7.7,7.94,157100,8.124643217168996,7.872290571414723,0.2526446876435493,0.30099428926344673,-0.04834960161989743
2020-06-17,8.02,8.02,7.7,7.94,54535,8.096236568373767,7.877306084643262,0.21917759609835308,0.284630950630428,-0.0654533545320749
2020-06-18,7.94,7.94,7.78,7.94,63515,8.072200173239342,7.881950078373391,0.19045918994643785,0.26579659849362997,-0.07533740854719212
2020-06-19,7.78,8.1,7.78,8.1,19430,8.076477069664058,7.898101924419807,0.17855207185081667,0.2483476931650673,-0.06979562131425063
2020-06-22,8.02,8.18,7.94,8.18,107173,8.092403674331127,7.918983263351673,0.17357011810808576,0.233392178153671,-0.05982206004558524
2020-06-23,8.18,8.59,8.18,8.43,241230,8.144341570587876,7.956836354955253,0.18763189089531185,0.22424012070199917,-0.03660822980668732
2020-06-24,8.43,8.51,8.1,8.18,59900,8.149827482805126,7.973366995328938,0.17656767423692443,0.21470563140898422,-0.03813795717205978
2020-06-25,8.1,8.26,8.02,8.26,73200,8.166777100835107,7.994599069749016,0.17226872757594336,0.20621825064237603,-0.033949523066432674
2020-06-26,8.26,8.34,8.02,8.18,48145,8.168811393014321,8.00833247198983,0.16055566420821243,0.1970857333555433,-0.03653006914733087
2020-06-29,8.02,8.1,7.7,8.02,92400,8.14591733255058,8.009196733323916,0.1367855357667338,0.1850256938377814,-0.04824015807104759
2020-06-30,8.02,8.02,7.53,7.86,154470,8.101930050619721,7.9981451234480705,0.10383987347478829,0.16878852976518277,-0.06494865629039448
2020-07-01,7.78,8.02,7.7,7.7,59200,8.040094658216686,7.976060299488954,0.06408085175346567,0.14784699416283936,-0.08376614240937369
2020-07-02,7.7,7.86,7.7,7.78,67470,8.00008009541412,7.961537314341624,0.03858212132503969,0.12599401959527942,-0.08741189827023974
2020-07-03,7.78,7.86,7.62,7.86,59510,7.978529311504255,7.9540160317978,0.024546567612453885,0.10570452919871431,-0.08115796158626043
2020-07-06,7.78,7.86,7.7,7.86,205400,7.9602940328112926,7.947051881294259,0.013270318206725307,0.08721768700031651,-0.0739473687935912
2020-07-07,7.86,7.86,7.7,7.86,148920,7.944864181609555,7.94060359379098,0.004284421171391273,0.07063103383453147,-0.0663466126631402
2020-07-08,7.78,7.86,7.7,7.86,118510,7.931808153669623,7.9346329572138705,-0.002804636861094778,0.05594389969540622,-0.058748536556500995
2020-07-09,7.86,8.02,7.78,8.02,97518,7.9453761300281425,7.940956441864695,0.004436752279961098,0.045642470212317196,-0.0412057179323561
2020-07-10,8.02,8.02,7.78,7.94,89970,7.944549033100736,7.940885594319162,0.003677877649393757,0.03724955169973251,-0.03357167405033875
2020-07-13,7.94,8.02,7.86,8.02,106720,7.956156874162161,7.94674592066589,0.009423170999810715,0.03168427555974815,-0.022261104559937434
2020-07-14,7.94,8.18,7.94,8.18,437010,7.9905942781372135,7.964024000616565,0.026580615408258623,0.030663543529450242,-0.004082928121191619
2020-07-15,8.26,8.43,8.1,8.18,195574,8.019733619962258,7.9800222227931155,0.03972014461250417,0.032474863746061025,0.007245280866443146
2020-07-16,8.18,8.18,8.02,8.1,185360,8.032082293814218,7.988909465549181,0.04318022994788251,0.03461593698642532,0.008564292961457186
2020-07-17,8.1,8.26,8.1,8.26,199550,8.067146556304339,8.008990245878872,0.05816257338787345,0.03932526426671495,0.018837309121158503
2020-07-20,8.34,8.34,8.02,8.34,127320,8.109124009180594,8.033509486924881,0.07561982168544112,0.046584175750460186,0.02903564593498094
2020-07-21,8.51,8.51,8.02,8.18,153030,8.120028007768195,8.044360636041556,0.07567185585948621,0.052401711772265394,0.02327014408722082
2020-07-22,8.1,8.1,7.94,8.1,73035,8.116946775803857,8.048482070408848,0.06846849966126456,0.05561506935006523,0.01285343031119933
2020-07-23,8.1,8.1,7.94,8.1,44610,8.11433957952634,8.052298213341526,0.06204457671780084,0.056900970823612354,0.005143605894188483
2020-07-24,8.1,8.1,7.37,7.7,152660,8.050595028829981,8.026202049390301,0.024395696044514636,0.05039991586779281,-0.026004219823278177
2020-07-27,7.53,7.53,6.97,7.29,315725,7.933580409009984,7.971668564250279,-0.03808585657466512,0.032702761379301226,-0.07078861795396635
2020-07-28,7.05,7.62,6.81,7.62,61400,7.885337269162294,7.94561904097248,-0.06027982678542276,0.014106243746356429,-0.07438607053177919
2020-07-29,7.37,7.45,7.13,7.45,172200,7.818362304675787,7.908906519418963,-0.09054256895299151,-0.006823518793513159,-0.08371905015947835
2020-07-30,7.45,7.45,7.37,7.37,78100,7.74938348857182,7.868987517980521,-0.11960263681700667,-0.029379342398211862,-0.09022329441879481
2020-07-31,7.13,7.37,7.13,7.29,55400,7.678709105714617,7.826099553685668,-0.1473892696242327,-0.05298132784341603,-0.09440794178081668
2020-08-03,7.29,7.37,7.29,7.37,66900,7.631215397143137,7.7923144015608035,-0.16109800735497348,-0.07460466374572752,-0.08649334360924596
2020-08-04,7.37,7.7,7.37,7.7,318845,7.641797643736501,7.785476297741485,-0.14367781033655191,-0.0884192930638924,-0.05525851727265951
2020-08-05,7.7,7.7,7.53,7.62,155000,7.638444160084732,7.7732187942050786,-0.13477392024705814,-0.09769021850052555,-0.037083701746532596
2020-08-06,7.62,7.62,7.53,7.62,94300,7.635606596994773,7.761869253893591,-0.12626205285218983,-0.1034045853708584,-0.022857467481331425
2020-08-07,7.53,7.62,7.45,7.62,120450,7.6332055820725,7.751360420271844,-0.1181543270829657,-0.10635453371327987,-0.011799793369685826
2020-08-10,7.62,7.7,7.53,7.62,313630,7.631173954061346,7.741630018770226,-0.1104556322257908,-0.10717475341578206,-0.0032808788100087416
2020-08-11,7.62,7.78,7.62,7.78,69600,7.654070268821139,7.744472239602061,-0.09040160483369242,-0.10382012369936414,0.01341851886567172
2020-08-12,7.78,7.94,7.78,7.94,286040,7.6980594582332715,7.758955777409316,-0.06089600952838836,-0.09523530086516899,0.034339291336780625
2020-08-13,7.86,8.02,7.86,7.94,93400,7.735281080043538,7.772366460564181,-0.0370851185110892,-0.08360526439435303,0.046520145883263836
2020-08-14,7.94,8.02,7.78,7.94,157550,7.766776298498378,7.784783759781649,-0.018007239582878753,-0.07048565943205817,0.05247841984917942
2020-08-17,7.78,7.94,7.7,7.94,93700,7.793426098729397,7.796281259057083,-0.002854972735046424,-0.056959522092655826,0.0541045493576094
2020-08-18,7.94,7.94,7.86,7.94,119810,7.815975929694106,7.806927091719521,0.00904899670681747,-0.04375781833276117,0.05280681503957864
2020-08-19,7.86,8.02,7.86,8.02,200300,7.847364248202704,7.822710270110667,0.02465411240392701,-0.030075432185423533,0.054729544589350546
2020-08-20,8.02,8.02,7.94,8.02,120200,7.873923594633058,7.837324324176543,0.03659938410503649,-0.016740468927331525,0.05333985303236802
2020-08-21,8.02,8.02,7.94,8.02,304740,7.896396887766434,7.850855855719021,0.04554112821154632,-0.004284149499555955,0.049825277711102275
2020-08-24,8.02,8.26,8.02,8.18,125900,7.940028135802367,7.875236903443538,0.06479131372848101,0.00953094314605144,0.05526037058242957
2020-08-25,8.1,8.26,8.02,8.18,106832,7.976946884140465,7.897811947632905,0.07913500535880313,0.023451755588601783,0.05568324977020135
2020-08-26,8.1,8.34,8.1,8.34,125600,8.032801209657316,7.9305666181786165,0.10223464973744534,0.039208334418370495,0.06302631531907485
2020-08-27,8.43,8.59,8.34,8.51,277360,8.106216408171575,7.9734876094246445,0.13272884804279172,0.05791243714325474,0.07481641089953699
2020-08-28,8.59,8.91,8.51,8.75,230550,8.20526003768364,8.031007045763559,0.1742530336319632,0.08118055644099643,0.09307247719096677
2020-08-31,8.75,8.99,8.67,8.83,279099,8.301373878040003,8.090191709040333,0.21118220429433876,0.10718088601166491,0.10400131828267385
2020-09-01,8.67,8.99,8.51,8.75,485874,8.370393281418464,8.139066397259567,0.23132691402361694,0.1320100916140553,0.09931682240956163
2020-09-03,8.75,8.91,8.67,8.83,170215,8.441102007354084,8.190246664129228,0.2508553684950048,0.1557791469902452,0.09507622150475958
2020-09-04,8.75,8.91,8.59,8.83,656250,8.500932467761148,8.237635800119655,0.26329668902392633,0.17728265539698143,0.0860140336269449
2020-09-07,8.83,8.83,8.67,8.75,148190,8.539250549644049,8.275588703814496,0.26366186392238156,0.19455849710206147,0.06910336682032009
2020-09-08,8.67,8.75,8.59,8.67,228601,8.55936584969881,8.304804355383792,0.25456150962433455,0.20655909960651608,0.048002410017818464
2020-09-09,8.59,8.67,8.34,8.67,132600,8.576386488206685,8.331855884614622,0.24453061654610053,0.21415340299443297,0.03037721355166756
2020-09-10,8.67,8.83,8.67,8.75,124452,8.60309625925181,8.362829522791317,0.24026674742160203,0.2193760718798668,0.020890675541735237
2020-09-11,8.75,8.83,8.59,8.59,91000,8.601081450136148,8.379656965547516,0.2214244938634149,0.21978575627657643,0.001638737586838468
2020-09-14,8.59,8.75,8.59,8.67,45520,8.611684303961356,8.401163856988441,0.2105204548208075,0.21793269598542264,-0.007412241164615141
2020-09-15,8.67,8.75,8.51,8.75,188383,8.632963641813456,8.427003571285594,0.2059600771683865,0.2155381722220154,-0.009578095053628916
2020-09-16,8.67,9.15,8.67,8.99,222760,8.687892312303694,8.468707010449624,0.2191853074729746,0.21626759927220723,0.002917708200767366
2020-09-17,8.99,9.07,8.83,8.99,166427,8.734370418103126,8.507321305971873,0.22704911688571094,0.21842390279490798,0.008625214090802968
2020-09-18,9.07,9.07,8.83,8.99,115139,8.77369804608726,8.54307528330729,0.23062276680297344,0.22086367559652106,0.00975909120645238
2020-09-21,8.99,9.24,8.99,9.24,268542,8.845436808227682,8.594699336395639,0.25073747523612333,0.22683843552444152,0.023899039711681808
2020-09-22,9.07,9.15,9.07,9.15,103610,8.89229268388496,8.635832718884851,0.2564599678804864,0.2327627419956505,0.023697225884835915
2020-09-23,9.24,9.24,9.07,9.24,159230,8.945786117133428,8.680585850819307,0.2652002687513626,0.23925024734679293,0.025950021404569673
2020-09-24,9.24,9.24,9.15,9.15,196706,8.977203637574439,8.715357269277137,0.26184637035958325,0.243769471949351,0.018076898410232245
2020-09-25,9.15,9.24,9.07,9.24,105952,9.017633847178372,8.754219693775127,0.26341415514825073,0.24769840858913095,0.01571574655911978
2020-09-28,9.15,9.48,9.15,9.48,252828,9.088767101458622,8.807981197939933,0.28078590499523237,0.25431590787035124,0.02646999712488113
2020-09-29,9.48,10.05,9.48,9.8,402010,9.198187547388065,8.881464072166604,0.31672347647084287,0.26679742159044956,0.04992605488039331
2020-09-30,10.05,10.13,9.8,9.88,292760,9.303081770866823,8.95542969645056,0.3476520754734338,0.2829683523670464,0.06468372310638737
2020-10-01,9.96,10.45,9.56,10.13,326084,9.430299959964236,9.042434904120888,0.3878650567378763,0.3039476932412124,0.0839173634966639
2020-10-02,10.13,10.29,9.8,10.05,356760,9.525638427662045,9.117069355667489,0.40856907275146526,0.324871969143263,0.08369710360820226
2020-10-05,10.05,10.13,9.48,10.13,476500,9.618617131098654,9.192101255247675,0.4265158764914414,0.3452007506128987,0.08131512587854273
2020-10-06,10.13,10.29,10.13,10.29,558000,9.721906803237323,9.27342708819229,0.4484797155869611,0.36585654360771114,0.08262317197924995
2020-10-07,10.29,10.45,10.13,10.29,312900,9.809305756585427,9.348728785363232,0.46057697168074974,0.38480062922231884,0.0757763424584309
2020-10-08,10.37,10.37,10.13,10.29,168400,9.883258717110746,9.418452579040029,0.46480613845872476,0.40080173106960004,0.06400440738912472
2020-10-09,10.29,10.37,10.21,10.21,144400,9.933526606786016,9.47708572133336,0.4564408857809692,0.41192956201187386,0.044511323769095335
2020-10-12,10.29,10.45,10.13,10.29,327100,9.988368667280474,9.537301593827186,0.45106707373109245,0.4197570643557176,0.03131000937537487
2020-10-13,10.37,10.37,10.13,10.21,164300,10.02246579539117,9.587131105395542,0.43533469023069316,0.4228725895307127,0.012462100699980438
2020-10-14,10.47,10.47,9.77,10.12,252700,10.037471057638683,9.626602875366244,0.41086818247134005,0.42047170811883816,-0.009603525647498112
2020-10-15,10.12,10.12,9.86,10.03,465300,10.036321664155809,9.656484143857632,0.37983752046647723,0.412344870588366,-0.03250735012188877
2020-10-16,9.77,10.03,9.68,9.94,148800,10.021502946593376,9.677485318386697,0.34401762834908745,0.3986794221405103,-0.05466179379142283
2020-10-19,9.94,9.94,9.77,9.86,242800,9.996656339425165,9.691004924432127,0.30565141511353744,0.3800738207351157,-0.07442240562157826
2020-10-20,9.77,9.94,9.68,9.77,408300,9.961786133359755,9.696856411511229,0.26492972195048736,0.35704500097819003,-0.09211527902770267
2020-10-21,9.77,9.86,9.5,9.59,182600,9.904588266689023,9.688941121769657,0.21564714500564186,0.3287654297836804,-0.11311828477803854
2020-10-22,9.42,9.5,9.06,9.33,372800,9.81619007181379,9.66235289052746,0.15383718135933222,0.2937797800988108,-0.13994259873947856
2020-10-23,9.42,9.5,9.33,9.5,61400,9.767545445380899,9.65032675048839,0.11721869495428017,0.25846756306990465,-0.14124886811562448
2020-10-26,9.59,9.68,9.33,9.33,399700,9.700230761476146,9.626598843044805,0.07363191848360806,0.22150043415264534,-0.14786851566903728
2020-10-27,9.24,9.24,9.15,9.15,140300,9.6155798750952,9.591295225041486,0.024284650097939675,0.1820572773417042,-0.15777262724376453
2020-10-28,9.06,9.06,8.98,9.06,157600,9.530106048157478,9.551940023186562,-0.021833974991663396,0.1412790268750307,-0.16311300186669409
2020-10-29,8.89,8.98,8.71,8.89,340600,9.43162819459479,9.502907428876446,-0.07127923424999238,0.09876737465002608,-0.17004660890001846
2020-10-30,8.89,8.89,8.71,8.8,253400,9.334454626195592,9.450840211922635,-0.11638558570025204,0.05573678257997045,-0.17212236828022248
2020-11-02,8.89,9.5,8.89,9.24,121000,9.319923145242424,9.435222418446884,-0.11529927318179034,0.021529571427618292,-0.13682884460940864
2020-11-03,9.24,9.42,9.06,9.24,71100,9.30762727674359,9.42076149856193,-0.11313422179915911,-0.00540318721773719,-0.10773103458142191
2020-11-04,9.06,9.24,9.06,9.24,41200,9.2972230803215,9.407371757927713,-0.11014867758998292,-0.026352285292186337,-0.08379639229779659
2020-11-05,9.15,9.24,9.06,9.24,61000,9.288419529502807,9.394973849933068,-0.10655432041652801,-0.04239269231705467,-0.06416162809947334
2020-11-06,9.06,9.24,8.98,9.24,51200,9.28097037111776,9.383494305493581,-0.10252393436420171,-0.05441894072648408,-0.04810499363771763
2020-11-09,9.15,9.33,9.15,9.33,128300,9.288513390945797,9.37953176434591,-0.09101837339028052,-0.061738827259243366,-0.02927954613103715
2020-11-10,9.33,9.68,9.24,9.5,259800,9.321049792338751,9.388455337357323,-0.06740554501025287,-0.06287217080944527,-0.0045333742008075995
2020-11-11,9.5,9.59,9.42,9.59,54900,9.362426747363559,9.40338457162715,-0.04095782425655159,-0.05848930149886653,0.017531477242314943
2020-11-12,9.59,9.59,9.5,9.59,25300,9.397438016999935,9.417207936691806,-0.019769919685915127,-0.05074542513627625,0.030975505450361124
2020-11-13,9.5,9.59,9.33,9.5,72400,9.41321678361533,9.423340682122042,-0.010123898501673168,-0.04262111980935564,0.03249722130768247
2020-11-16,9.5,9.68,9.42,9.5,170800,9.42656804767451,9.429019150113001,-0.0024511024342270815,-0.034587116334329926,0.032136013900102844
2020-11-17,9.59,9.68,9.42,9.59,196800,9.451711424955354,9.440943657512038,0.010767767446925092,-0.02551613957807892,0.03628390702500402
2020-11-18,9.59,9.94,9.59,9.86,391900,9.514525051885299,9.471984868066702,0.04254018382165192,-0.011904874898132752,0.054445058719784674
2020-11-19,9.94,9.94,9.77,9.86,156200,9.567675043902945,9.50072672969139,0.06694831421413916,0.0038657629243216314,0.06308255128981753
2020-11-20,9.86,9.86,9.68,9.86,118500,9.612648114071723,9.527339564529065,0.08530854954484468,0.02015432024842624,0.06515422929641844
2020-11-23,9.86,9.86,9.68,9.77,219100,9.636856096522227,9.545314411600986,0.09154168492309189,0.03443179318335937,0.05710989173973252
2020-11-24,9.86,9.94,9.68,9.77,163900,9.657339773980345,9.56195778851943,0.09538198546248111,0.04662183163918372,0.04876015382329739
2020-11-25,9.77,9.86,9.33,9.77,199300,9.674672116444908,9.577368322703176,0.0973037937430572,0.056758224059958416,0.04054556968309878
2020-11-26,9.59,9.77,9.59,9.77,143300,9.689337944684153,9.591637335836275,0.09770060884899934,0.0649467010177666,0.032753907831232734
2020-11-27,9.77,9.86,9.59,9.77,118100,9.701747491655821,9.604849385033587,0.09689810662318266,0.07133698213884981,0.025561124484332842
2020-11-30,9.68,9.77,9.5,9.68,374900,9.698401723708772,9.61041609725332,0.08798562645625374,0.0746667110023306,0.013318915453923136
2020-12-01,9.5,9.59,9.42,9.59,242300,9.681724535445884,9.608903793753075,0.07282074169348718,0.07429751714056192,-0.001476775447074738
2020-12-02,9.59,10.21,9.59,10.03,1059500,9.735305376146517,9.640096105326922,0.09520927082016861,0.07847986787648326,0.016729402943685356
2020-12-03,10.12,10.21,9.24,10.03,475500,9.780643010585514,9.668977875302705,0.11166513528329425,0.08511692135784546,0.026548213925448788
2020-12-04,10.03,10.03,9.86,9.94,243600,9.805159470495434,9.689053588243246,0.1161058822525991,0.09131471353679618,0.02479116871580292
2020-12-07,9.94,10.65,9.86,10.56,943800,9.921288782726906,9.753568137262265,0.16772064546498733,0.10659589992243441,0.061124745542552913
2020-12-08,10.56,11.26,10.47,11.26,1245200,10.127244354615074,9.865155682650245,0.2620886719651221,0.13769445433097194,0.12439421763415015
2020-12-09,11.35,11.88,11.26,11.62,1140100,10.356899069289678,9.995144150602078,0.3617549186878488,0.18250654720234732,0.1792483714855015
2020-12-10,11.62,11.62,11.09,11.26,958500,10.495837674014343,10.088837176483405,0.40700049753114875,0.2274053372681076,0.17959516026304115
2020-12-11,11.26,11.79,11.18,11.79,864090,10.694939570319828,10.214849237484634,0.48009033283537406,0.2779423363815609,0.20214799645381315
2020-12-14,11.79,12.58,11.79,12.41,1292405,10.958795021039855,10.377452997670957,0.58134202336905,0.33862227377905874,0.24271974958999132
2020-12-15,12.41,12.5,12.06,12.32,972796,11.168211171649109,10.521345368213849,0.6468658034353876,0.4002709797103245,0.24659482372506308
2020-12-16,12.32,12.5,12.06,12.14,633233,11.317717145241554,10.64124571130912,0.6764714339325426,0.45551107055476814,0.22096036337777447
2020-12-17,12.14,12.14,11.7,11.79,1245012,11.390376045973623,10.726338621582519,0.6640374243911946,0.49721634132205345,0.16682108306914117
2020-12-18,11.88,12.67,11.7,12.5,765900,11.561087423516142,10.85772094590974,0.7033664776064796,0.5384463685789387,0.16492010902754095
2020-12-21,12.67,13.46,12.5,13.02,1146822,11.785535512205966,11.01788976473124,0.7676457474747913,0.5842862443581092,0.18335950311668214
2020-12-22,13.02,13.46,12.85,13.38,959781,12.030837741097356,11.192860893269668,0.8379768478277434,0.635024365052036,0.20295248277570743
2020-12-23,13.38,13.73,12.76,12.85,867053,12.156862704005455,11.315611938212655,0.8412507657928465,0.676269645200198,0.16498112059264847
2020-12-24,12.85,13.02,11.7,12.76,861446,12.249653057235385,11.422603646493199,0.8270494107422248,0.7064255983086034,0.12062381243362141
2020-12-25,12.85,13.64,12.58,13.2,1219719,12.395860279199171,11.554262635641852,0.8415976435573533,0.7334600073583534,0.10813763619899996
2020-12-28,13.46,14.08,13.29,13.55,2203473,12.573420236245452,11.702095033001715,0.8713252032437655,0.7610330465354358,0.1102921567083297
2020-12-29,13.46,14.17,13.38,14.08,1289853,12.805201738361536,11.878236141668255,0.9269655966933055,0.7942195565670097,0.13274604012629576
2020-12-30,14.26,14.87,14.17,14.7,1248075,13.096709163228992,12.087255686729867,1.0094534764991465,0.8372663405534371,0.17218713594570945
2020-12-31,14.78,16.1,14.78,16.1,1567842,13.558753907347608,12.384496006231359,1.1742579011162686,0.9046646526660034,0.2695932484502652
2021-01-04,17.69,17.69,16.63,17.69,565862,14.19433022929413,12.777496302066073,1.4168339272280743,1.0070985075784176,0.40973541964965676
2021-01-05,19.36,19.45,18.57,19.45,2328584,15.002894809402726,13.271755835246363,1.7311389741563765,1.1519066008940093,0.5792323732623672
2021-01-06,19.54,21.38,19.27,20.94,2240518,15.916295607956153,13.83977392152441,2.0765216864317555,1.3368296180015586,0.7396920684301969
2021-01-07,20.68,21.82,20.24,21.47,1244137,16.77071166827059,14.404975853263343,2.365735815007257,1.5426108574026984,0.8231249576045587
2021-01-08,21.47,21.91,20.5,20.86,1665713,17.399832950075115,14.883125790058651,2.5167071600164714,1.737430117925453,0.7792770420910184
2021-01-11,20.86,22.0,20.68,20.77,1548872,17.918320188525097,15.319190546350603,2.5991296421745016,1.9097700227752628,0.6893596193992388
2021-01-12,20.77,21.12,19.8,20.59,1473968,18.329347851828928,15.709620876250558,2.619726975578377,2.0517614133358855,0.5679655622424917
2021-01-13,20.77,20.94,19.8,20.06,1188839,18.59560202847063,16.03187118171348,2.5637308467571565,2.1541553000201397,0.4095755467370168
2021-01-14,20.06,21.82,19.71,21.74,2003220,19.07935556255207,16.454695538623593,2.6246600239284845,2.2482562448018086,0.3764037791266759
2021-01-15,21.74,22.7,21.74,22.09,1103809,19.54253162985175,16.87212549872555,2.67040613112621,2.332686222066689,0.3377199090595213
2021-01-18,21.91,22.35,21.47,21.56,959259,19.85291137910533,17.219375461782914,2.633535917322419,2.3928561611178347,0.24067975620458437
2021-01-19,21.47,21.47,19.45,19.45,2111359,19.790925013089126,17.384606909058252,2.4063181040308734,2.3955485497004423,0.010769554330431141
2021-01-20,18.13,20.94,17.69,20.86,1453111,19.955398087998493,17.642043434313198,2.3133546536852947,2.3791097704974127,-0.06575511681211799
2021-01-21,20.86,21.21,20.15,20.59,709000,20.05302915138334,17.860410587327035,2.1926185640563034,2.341811529209191,-0.1491929651528876
2021-01-22,20.59,20.59,19.1,19.62,1299977,19.986409281939746,17.990750543821328,1.9956587381184185,2.2725809709910365,-0.27692223287261797
2021-01-25,19.62,19.62,18.22,19.01,1057484,19.836192469333632,18.066250503538267,1.7699419657953648,2.1720531699519023,-0.40211120415653756
2021-01-26,19.01,19.1,17.16,17.16,1237255,19.42447055097461,17.999120836609507,1.4253497143651046,2.022712478834543,-0.5973627644694384
2021-01-27,16.72,17.07,15.49,15.49,996279,18.81916738928621,17.81326003389769,1.0059073553885192,1.8193514541453382,-0.813444098756819
2021-01-28,14.61,14.61,13.99,13.99,901920,18.076218560165255,17.530055586942307,0.5461629732229483,1.56471375796086,-1.0185507847379118
2021-01-29,12.67,15.14,12.67,14.43,1437802,17.51526185860137,17.300421839761395,0.2148400188399755,1.2947390101366831,-1.0798989912967076
2021-02-01,14.43,14.78,13.02,13.02,804400,16.823683111124236,16.983353555334624,-0.15967044421038779,1.003857119267269,-1.1635275634776567
2021-02-02,13.02,13.64,12.32,13.46,747520,16.306193401720506,16.722364403087614,-0.4161710013671076,0.7198514951403936,-1.1360224965075012
2021-02-03,13.55,14.78,13.55,14.78,843037,16.071394416840427,16.578485558414457,-0.5070911415740298,0.4744629677975089,-0.9815541093715388
2021-02-04,15.14,16.19,14.87,16.19,2349753,16.089641429634206,16.549708850383755,-0.4600674207495494,0.2875568900880972,-0.7476243108376466
2021-02-05,16.28,17.78,16.19,17.78,1390307,16.34969659430587,16.640841528133105,-0.29114493382723694,0.1718165253050304,-0.46296145913226733
2021-02-08,18.04,18.92,16.37,17.25,1367538,16.488204810566504,16.685964377901023,-0.1977595673345185,0.09790130677712061,-0.2956608741116391
2021-02-09,16.9,18.04,16.37,17.6,1213789,16.659250224325504,16.753670720278723,-0.09442049595321933,0.05943694623105262,-0.15385744218427194
2021-02-17,17.6,18.74,17.6,18.57,854251,16.953211728275427,16.88821362988771,0.06499809838771853,0.0605491766623858,0.004448921725332726
2021-02-18,18.66,18.74,17.95,18.04,1246600,17.12040992392536,16.973531138784914,0.14687878514044783,0.07781509835799821,0.06906368678244962
2021-02-19,17.95,18.3,17.42,17.78,890749,17.221885320244535,17.033269572948996,0.18861574729553965,0.0999752281455065,0.08864051915003315
2021-02-22,17.78,18.3,17.69,17.95,800421,17.333902963283837,17.10117553050833,0.23272743277550845,0.1265256690715069,0.10620176370400156
2021-02-23,17.95,18.83,17.6,18.48,909211,17.510225584317094,17.2033106763966,0.30691490792049336,0.1626035168413042,0.14431139107918917
2021-02-24,18.48,19.27,17.78,18.74,1432202,17.69942164826831,17.31713951518204,0.3822821330862709,0.20653924009029753,0.17574289299597337
